epoch,train_loss
1314,3600325.4142287234
1315,3600938.630319149
1316,3600472.133643617
1317,3600696.451462766
1318,3600579.717420213
1319,3599794.0166223403
1320,3600105.763962766
1321,3599377.045212766
1322,3599838.581781915
1323,3599427.3656914895
1324,3599233.133643617
1325,3599139.640957447
1326,3599454.4787234045
1327,3599209.859042553
1328,3599124.251329787
1329,3598818.157579787
1330,3598692.1781914895
1331,3598974.508643617
1332,3598310.276595745
1333,3598106.621675532
1334,3598123.925531915
1335,3598014.386968085
1336,3597601.7473404254
1337,3598194.5824468085
1338,3598008.520611702
1339,3597936.440824468
1340,3597232.6416223403
1341,3597288.392287234
1342,3597330.830452128
1343,3597849.0285904254
1344,3596694.2386968085
1345,3597024.567154255
1346,3596676.5319148935
1347,3596436.357712766
1348,3596316.378324468
1349,3596563.626994681
1350,3596491.767287234
1351,3596406.107712766
1352,3596231.5212765955
1353,3596033.198138298
1354,3596032.517952128
1355,3595669.4993351065
1356,3596140.4468085105
1357,3595806.051861702
1358,3595632.325797872
1359,3595479.284574468
1360,3595699.425531915
1361,3595077.6289893617
1362,3594825.1988031915
1363,3594858.7666223403
1364,3594626.696143617
1365,3594318.8829787234
1366,3594347.33643617
1367,3594429.723404255
1368,3594633.685505319
1369,3594530.4813829786
1370,3594487.463430851
1371,3593992.6968085105
1372,3593844.5232712766
1373,3593799.212765957
1374,3593887.8151595746
1375,3593242.1376329786
1376,3593544.09375
1377,3593204.284574468
1378,3592493.408244681
1379,3593058.5651595746
1380,3593026.8125
1381,3592711.776595745
1382,3593627.7094414895
1383,3592495.241356383
1384,3592174.6555851065
1385,3592415.019281915
1386,3592581.1748670214
1387,3592041.595744681
1388,3592230.2406914895
1389,3592096.0585106383
1390,3592257.5625
1391,3592295.31981383
1392,3591621.9155585105
1393,3591361.9175531915
1394,3591197.448138298
1395,3591187.6535904254
1396,3591112.931515957
1397,3590826.366356383
1398,3591556.307845745
1399,3591316.9228723403
1400,3590597.53856383
1401,3590440.977393617
1402,3590759.640292553
1403,3590587.527925532
1404,3590566.174202128
1405,3590690.9813829786
1406,3589547.229388298
1407,3589633.80518617
1408,3589669.9933510637
1409,3589777.401595745
1410,3589525.154255319
1411,3589743.279255319
1412,3589209.63231383
1413,3589255.2852393617
1414,3589372.8982712766
1415,3588694.159574468
1416,3590296.484707447
1417,3589187.4933510637
1418,3588976.614361702
1419,3588697.3756648935
1420,3588144.06981383
1421,3588087.285904255
1422,3588628.623005319
1423,3588318.6781914895
1424,3588103.414893617
1425,3587569.662234043
1426,3587907.0545212766
1427,3588059.6343085105
1428,3587446.8896276597
1429,3587445.333111702
1430,3587863.7878989363
1431,3587866.28856383
1432,3587260.963430851
1433,3587194.640957447
1434,3587374.0837765955
1435,3587566.5352393617
1436,3586913.78125
1437,3587023.4414893617
1438,3587105.151595745
1439,3587068.6289893617
1440,3586472.926861702
1441,3586915.411569149
1442,3586931.011968085
1443,3585909.9454787234
1444,3585967.9680851065
1445,3586497.063829787
1446,3586023.926861702
1447,3585140.061170213
1448,3586166.123005319
1449,3585532.223404255
1450,3585367.9920212766
1451,3584839.7074468085
1452,3585301.909574468
1453,3585224.5897606383
1454,3585147.748670213
1455,3584871.8949468085
1456,3584889.661569149
1457,3584417.734707447
1458,3584614.814494681
1459,3584701.510638298
1460,3584385.866356383
1461,3583770.1223404254
1462,3584540.0339095746
1463,3583578.3444148935
1464,3584241.513297872
1465,3583994.9647606383
1466,3583816.0598404254
1467,3583945.525265957
1468,3583848.0910904254
1469,3583742.196143617
1470,3583869.7280585105
1471,3583368.5718085105
1472,3583501.9973404254
1473,3583484.984042553
1474,3583648.1063829786
1475,3582820.791888298
1476,3582902.710106383
1477,3583227.720744681
1478,3583018.8371010637
1479,3582474.297207447
1480,3582379.948138298
1481,3582796.6655585105
1482,3582170.048537234
1483,3582046.9474734045
1484,3582286.9873670214
1485,3581401.8271276597
1486,3581761.419547872
1487,3581695.8058510637
1488,3581462.4175531915
1489,3581264.0246010637
1490,3581572.486037234
1491,3580705.604388298
1492,3581457.099734043
1493,3580982.5964095746
1494,3581269.638297872
1495,3581096.970744681
1496,3580682.029920213
1497,3581079.40625
1498,3580852.9022606383
1499,3580801.4561170214
1500,3580170.423537234
1501,3581094.841755319
1502,3580802.3324468085
1503,3580709.0837765955
1504,3580512.025265957
1505,3579717.5146276597
1506,3580385.5824468085
1507,3579582.401595745
1508,3580534.1914893617
1509,3579681.9375
1510,3580370.4175531915
1511,3579443.7852393617
1512,3579109.6555851065
1513,3579217.753324468
1514,3579238.439494681
1515,3579620.5066489363
1516,3579372.4833776597
1517,3579429.230718085
1518,3579176.0704787234
1519,3579050.904920213
1520,3578687.751329787
1521,3578856.2253989363
1522,3578280.400265957
1523,3578924.4275265955
1524,3578432.276595745
1525,3577905.583111702
1526,3577837.16356383
1527,3578002.5964095746
1528,3577809.0186170214
1529,3577656.2180851065
1530,3577802.926861702
1531,3578132.4647606383
1532,3577609.6316489363
1533,3577695.501994681
1534,3577660.6289893617
1535,3577591.5392287234
1536,3576988.970079787
1537,3576847.7061170214
1538,3577335.0977393617
1539,3578100.386968085
1540,3577015.361037234
1541,3577139.21143617
1542,3576715.702792553
1543,3576724.9900265955
1544,3576519.676861702
1545,3577125.0146276597
1546,3576510.6795212766
1547,3576471.6941489363
1548,3576434.088430851
1549,3576644.366356383
1550,3576561.714095745
1551,3576268.8550531915
1552,3575657.621675532
1553,3576328.385638298
1554,3576604.317819149
1555,3575368.6535904254
1556,3575637.9208776597
1557,3575290.940824468
1558,3575301.74268617
1559,3575492.1462765955
1560,3575359.611702128
1561,3575199.192819149
1562,3574724.2041223403
1563,3574483.977393617
1564,3574417.912234043
1565,3575393.050531915
1566,3574106.6881648935
1567,3574294.8125
1568,3574095.6589095746
1569,3573712.6363031915
1570,3574633.1775265955
1571,3574282.9900265955
1572,3574120.349734043
1573,3573926.0511968085
1574,3573781.120345745
1575,3574162.529920213
1576,3573445.9973404254
1577,3573756.111702128
1578,3573472.017287234
1579,3573797.284574468
1580,3573191.7912234045
1581,3574099.7121010637
1582,3573353.2473404254
1583,3573506.6329787234
1584,3573012.3031914895
1585,3573280.890957447
1586,3573313.795212766
1587,3572932.0305851065
1588,3573222.220079787
1589,3573006.751329787
1590,3572457.0704787234
1591,3572339.2406914895
1592,3572276.8996010637
1593,3573147.64893617
1594,3573073.330452128
1595,3572510.567154255
1596,3572373.202792553
1597,3572103.565824468
1598,3571405.845744681
1599,3571961.150265957
1600,3571593.7194148935
1601,3572001.3191489363
1602,3572202.55518617
1603,3571440.880984043
1604,3571911.201462766
1605,3571368.2852393617
1606,3572328.299202128
1607,3571458.0824468085
1608,3571441.4521276597
1609,3571190.3085106383
1610,3571320.025930851
1611,3570845.3683510637
1612,3571253.341755319
1613,3571168.654920213
1614,3570291.782579787
1615,3570555.7839095746
1616,3570326.175531915
1617,3570694.327792553
1618,3570045.120345745
1619,3570471.4468085105
1620,3570154.557180851
1621,3570545.160904255
1622,3570345.6003989363
1623,3570184.996675532
1624,3569918.526595745
1625,3570288.21875
1626,3569942.340425532
1627,3570044.813829787
1628,3569608.640292553
1629,3569471.28856383
1630,3569640.020611702
1631,3569212.2593085105
1632,3569176.513962766
1633,3569486.0219414895
1634,3569248.71143617
1635,3569263.401595745
1636,3569350.411569149
1637,3568874.4780585105
1638,3569245.797207447
1639,3569402.5944148935
1640,3568866.701462766
1641,3568875.952792553
1642,3568495.3829787234
1643,3568562.3324468085
1644,3568924.190824468
1645,3568576.298537234
1646,3568098.96875
1647,3568374.0066489363
1648,3567971.7333776597
1649,3568396.919547872
1650,3567478.5857712766
1651,3567518.9800531915
1652,3568014.1589095746
1653,3567363.71143617
1654,3567456.696143617
1655,3567583.0186170214
1656,3567247.109707447
1657,3567746.83643617
1658,3567086.5412234045
1659,3567471.4188829786
1660,3566972.693484043
1661,3567273.702792553
1662,3567251.525265957
1663,3567446.47606383
1664,3566998.956781915
1665,3567345.4680851065
1666,3566732.380984043
1667,3566647.422207447
1668,3566529.083111702
1669,3566606.296542553
1670,3566672.841755319
1671,3566112.5511968085
1672,3566356.5039893617
1673,3565999.732047872
1674,3566408.416888298
1675,3566394.9521276597
1676,3565953.5704787234
1677,3566090.491356383
1678,3566127.488031915
1679,3565574.81981383
1680,3565705.4767287234
1681,3565798.6416223403
1682,3565454.423537234
1683,3565613.574468085
1684,3565375.462765957
1685,3565502.908244681
1686,3564877.650265957
1687,3565188.824468085
1688,3565357.2526595746
1689,3565473.0824468085
1690,3565013.8191489363
1691,3564593.5352393617
1692,3564956.9069148935
1693,3565083.9295212766
1694,3564625.6150265955
1695,3564667.171542553
1696,3564291.291888298
1697,3564727.630984043
1698,3564598.206781915
1699,3564776.4335106383
1700,3564192.0099734045
1701,3564162.0219414895
1702,3564115.854388298
1703,3564469.080452128
1704,3564518.8164893617
1705,3564347.4607712766
1706,3564070.2333776597
1707,3564101.785904255
1708,3564225.7978723403
1709,3563722.7938829786
1710,3563629.765957447
1711,3563634.017952128
1712,3563772.4188829786
1713,3563289.4208776597
1714,3563666.4375
1715,3563160.595079787
1716,3563182.525930851
1717,3563079.9813829786
1718,3562984.145611702
1719,3562871.9155585105
1720,3562600.074468085
1721,3563025.182180851
1722,3562711.91356383
1723,3562851.818484043
1724,3562960.285904255
1725,3562814.1655585105
1726,3562422.079787234
1727,3562104.5305851065
1728,3562605.341755319
1729,3562290.620345745
1730,3562496.529920213
1731,3561956.693484043
1732,3562353.361037234
1733,3562204.5026595746
1734,3562255.668218085
1735,3562252.8996010637
1736,3562098.700797872
1737,3561604.782579787
1738,3561979.974734043
1739,3562065.9521276597
1740,3561644.1868351065
1741,3562122.150265957
1742,3561376.814494681
1743,3561471.595744681
1744,3561601.2333776597
1745,3561557.498005319
1746,3561348.724069149
1747,3561626.6662234045
1748,3561542.9787234045
1749,3560993.7526595746
1750,3561105.609707447
1751,3560818.7001329786
1752,3560796.061170213
1753,3560482.162234043
1754,3560626.8125
1755,3560845.831781915
1756,3560587.2280585105
1757,3560422.952792553
1758,3560868.130319149
1759,3560025.263297872
1760,3560413.482047872
1761,3560660.724734043
1762,3560539.3876329786
1763,3559964.4680851065
1764,3559990.161569149
1765,3560284.870345745
1766,3559789.9900265955
1767,3560476.795212766
1768,3559716.645611702
1769,3559803.936170213
1770,3559586.147606383
1771,3559581.8603723403
1772,3559419.9055851065
1773,3559828.6496010637
1774,3559507.5352393617
1775,3559446.1103723403
1776,3560008.005984043
1777,3558884.535904255
1778,3559408.807845745
1779,3559388.810505319
1780,3559472.630984043
1781,3558930.073138298
1782,3559120.333111702
1783,3559001.152925532
1784,3558813.5113031915
1785,3558987.513297872
1786,3558656.095744681
1787,3558746.9767287234
1788,3559089.0910904254
1789,3558555.644281915
1790,3558460.754654255
1791,3559126.5146276597
1792,3558356.140957447
1793,3558228.6775265955
1794,3557914.4920212766
1795,3558432.5478723403
1796,3558102.224734043
1797,3558200.746675532
1798,3557959.4813829786
1799,3557891.8530585105
1800,3557892.4401595746
1801,3558099.720079787
1802,3557568.0146276597
1803,3557482.1569148935
1804,3557884.095079787
1805,3557998.16356383
1806,3557622.217420213
1807,3558050.958111702
1808,3557683.2333776597
1809,3557730.064494681
1810,3557326.498005319
1811,3557649.6150265955
1812,3557508.3949468085
1813,3557303.550531915
1814,3557130.092420213
1815,3556671.699468085
1816,3557328.1276595746
1817,3556658.1968085105
1818,3557039.5545212766
1819,3556866.828457447
1820,3556204.5199468085
1821,3556691.8550531915
1822,3556603.7147606383
1823,3557062.692154255
1824,3556367.8204787234
1825,3556655.960106383
1826,3556693.151595745
1827,3555998.9621010637
1828,3556385.4228723403
1829,3556191.7021276597
1830,3556602.536569149
1831,3555889.0791223403
1832,3556022.7267287234
1833,3555907.8670212766
1834,3555575.702792553
1835,3556020.6482712766
1836,3555760.6316489363
1837,3555523.744015957
1838,3556031.011968085
1839,3555496.8045212766
1840,3555261.6156914895
1841,3555805.3324468085
1842,3555472.1795212766
1843,3555112.017952128
1844,3555326.0
1845,3555510.3011968085
1846,3555350.34375
1847,3555076.741356383
1848,3554844.980718085
1849,3554798.638962766
1850,3555865.236702128
1851,3555207.751994681
1852,3555046.4468085105
1853,3554787.736037234
1854,3554898.924202128
1855,3554964.701462766
1856,3554793.4102393617
1857,3554490.970744681
1858,3554841.126994681
1859,3554707.574468085
1860,3554579.2506648935
1861,3554364.463430851
1862,3554352.595744681
1863,3554410.1289893617
1864,3554246.263297872
1865,3554285.394281915
1866,3553987.4694148935
1867,3554365.170212766
1868,3554013.162234043
1869,3554363.64893617
1870,3553631.604388298
1871,3554080.199468085
1872,3553791.776595745
1873,3553883.369015957
1874,3553786.076462766
1875,3553564.474734043
1876,3553171.7194148935
1877,3553708.1349734045
1878,3553192.7646276597
1879,3553271.681515957
1880,3553641.841755319
1881,3553182.049202128
1882,3553090.287234043
1883,3553343.982047872
1884,3553230.0392287234
1885,3553447.3238031915
1886,3553156.84375
1887,3553011.951462766
1888,3553089.6954787234
1889,3552908.4468085105
1890,3552706.765957447
1891,3552576.037234043
1892,3552722.661569149
1893,3552535.935505319
1894,3552991.80518617
1895,3552656.9381648935
1896,3552818.8464095746
1897,3552618.482712766
1898,3552527.10106383
1899,3551865.835106383
1900,3552383.2433510637
1901,3552284.6748670214
1902,3552010.577792553
1903,3552198.94481383
1904,3552267.2121010637
1905,3551700.4621010637
1906,3552294.807180851
1907,3552237.1316489363
1908,3551916.019281915
1909,3551901.480718085
1910,3552301.4993351065
1911,3551753.097074468
1912,3551619.7300531915
1913,3551777.935505319
1914,3551805.3098404254
1915,3551474.10106383
1916,3551330.119680851
1917,3551508.550531915
1918,3551262.7001329786
1919,3551278.9607712766
1920,3551445.071143617
1921,3551324.888297872
1922,3551559.7699468085
1923,3551280.852393617
1924,3550473.541888298
1925,3551089.1914893617
1926,3550590.150265957
1927,3550982.871675532
1928,3550929.015957447
1929,3551102.318484043
1930,3550809.015292553
1931,3550607.2686170214
1932,3550554.1123670214
1933,3550653.8357712766
1934,3550942.553856383
1935,3550674.835106383
1936,3550586.214095745
1937,3550755.438829787
1938,3550732.370345745
1939,3550341.5598404254
1940,3550418.849734043
1941,3550406.94481383
1942,3550048.3058510637
1943,3550523.092420213
1944,3550034.1183510637
1945,3550346.6954787234
1946,3549870.1210106383
1947,3550167.8710106383
1948,3549710.5691489363
1949,3549691.9368351065
1950,3549822.669547872
1951,3549931.494015957
1952,3549803.465425532
1953,3549455.2958776597
1954,3549565.443484043
1955,3549951.8776595746
1956,3549511.410904255
1957,3549388.31981383
1958,3549487.654255319
1959,3549465.003324468
1960,3549336.0704787234
1961,3549383.977393617
1962,3549006.619015957
1963,3549057.7699468085
1964,3548927.9468085105
1965,3549151.910904255
1966,3548918.095744681
1967,3548806.349734043
1968,3549226.275265957
1969,3549224.55518617
1970,3549065.410904255
1971,3548992.126329787
1972,3548743.6050531915
1973,3548411.107047872
1974,3548887.8031914895
1975,3548988.1223404254
1976,3548429.4175531915
1977,3548311.175531915
1978,3548152.222074468
1979,3548623.251994681
1980,3548417.900265957
1981,3548480.576462766
1982,3548281.565824468
1983,3548308.4188829786
1984,3548724.894281915
1985,3547986.2227393617
1986,3547941.164893617
1987,3548367.873005319
1988,3548222.0339095746
1989,3548423.348404255
1990,3547978.301861702
1991,3547946.838430851
1992,3547694.2001329786
1993,3547542.938829787
1994,3547827.474734043
1995,3547591.236037234
1996,3547370.66356383
1997,3547894.1848404254
1998,3547542.621675532
1999,3547589.897606383
2000,3547454.5910904254
