epoch,train_loss
316,3980219.2686170214
317,3981504.543218085
318,3979029.720744681
319,3977701.446143617
320,3979874.4348404254
321,3976883.251994681
322,3976605.216755319
323,3975878.083111702
324,3975133.0066489363
325,3976085.626329787
326,3974134.7087765955
327,3974240.9787234045
328,3972051.27393617
329,3972986.8464095746
330,3970917.486037234
331,3969542.8238031915
332,3970113.732047872
333,3969581.5186170214
334,3968929.1602393617
335,3968100.8743351065
336,3966791.5964095746
337,3967036.972074468
338,3964674.9022606383
339,3965113.2406914895
340,3965847.3896276597
341,3964227.5126329786
342,3962876.3650265955
343,3962213.3324468085
344,3959918.375
345,3961877.793218085
346,3960840.861702128
347,3959968.813829787
348,3959470.135638298
349,3956953.6602393617
350,3959003.291888298
351,3958273.3218085105
352,3956519.8025265955
353,3956608.962765957
354,3954713.623670213
355,3955062.379654255
356,3953111.588430851
357,3952782.1469414895
358,3952183.838430851
359,3951488.352393617
360,3951239.414893617
361,3950128.345079787
362,3949708.397606383
363,3948487.458111702
364,3948563.0392287234
365,3946959.3251329786
366,3947645.0272606383
367,3945580.996675532
368,3944239.095744681
369,3944112.265957447
370,3944593.357712766
371,3942992.38231383
372,3942745.9813829786
373,3942517.008643617
374,3942063.5618351065
375,3939845.03856383
376,3940927.919547872
377,3937744.1628989363
378,3937216.0126329786
379,3939184.321143617
380,3937074.755984043
381,3936471.7805851065
382,3935739.85106383
383,3935091.3098404254
384,3933612.085106383
385,3933359.8962765955
386,3931909.200797872
387,3933404.6655585105
388,3932710.5039893617
389,3931832.2121010637
390,3929366.821143617
391,3928775.748670213
392,3929951.625
393,3928869.9381648935
394,3928720.1628989363
395,3926879.3603723403
396,3925580.576462766
397,3924819.0438829786
398,3925933.285904255
399,3924316.2819148935
400,3923775.4295212766
401,3923444.434175532
402,3920991.7194148935
403,3921122.950797872
404,3920448.9308510637
405,3920451.962765957
406,3919862.859707447
407,3918300.581781915
408,3917376.7001329786
409,3916703.706781915
410,3916298.248670213
411,3916846.556515957
412,3914996.980718085
413,3913701.1901595746
414,3915121.479388298
415,3913211.140292553
416,3913120.3430851065
417,3911715.3058510637
418,3910705.1103723403
419,3909055.494680851
420,3909792.3982712766
421,3910502.994015957
422,3909100.3204787234
423,3905886.361702128
424,3907205.9228723403
425,3906046.248670213
426,3905141.61768617
427,3904474.6781914895
428,3903070.50731383
429,3901560.479388298
430,3901824.5272606383
431,3902112.6343085105
432,3901973.7194148935
433,3900192.6901595746
434,3899321.2613031915
435,3900232.7579787234
436,3898599.224069149
437,3896075.779255319
438,3896706.830452128
439,3897489.8011968085
440,3895546.349734043
441,3894648.934175532
442,3895214.510638298
443,3893443.751329787
444,3892567.063829787
445,3892010.4960106383
446,3892009.988031915
447,3890378.68018617
448,3890585.888962766
449,3889026.109707447
450,3889012.230718085
451,3887224.511968085
452,3887047.557845745
453,3886908.193484043
454,3886490.4767287234
455,3885878.5199468085
456,3885220.6103723403
457,3883088.3397606383
458,3882642.5964095746
459,3883089.9089095746
460,3882689.661569149
461,3880341.88231383
462,3880590.371675532
463,3880046.352393617
464,3878727.517952128
465,3877969.8098404254
466,3877800.172207447
467,3877859.373670213
468,3875825.943484043
469,3876543.897606383
470,3875172.620345745
471,3874639.097074468
472,3872734.996675532
473,3872622.71143617
474,3871430.279255319
475,3872807.9767287234
476,3872023.3131648935
477,3870790.361037234
478,3870579.434175532
479,3869258.910904255
480,3868282.4587765955
481,3867057.817154255
482,3866448.706781915
483,3866561.4261968085
484,3865838.407579787
485,3865144.1835106383
486,3863464.848404255
487,3863078.0811170214
488,3863968.303856383
489,3861991.2021276597
490,3862101.9414893617
491,3860948.2925531915
492,3862380.722074468
493,3860709.35106383
494,3859879.5977393617
495,3858061.739361702
496,3856739.6329787234
497,3856954.642952128
498,3857621.4873670214
499,3856987.789893617
500,3855046.294547872
501,3854753.8710106383
502,3855711.966755319
503,3853506.996675532
504,3852343.130319149
505,3851241.72606383
506,3852389.0378989363
507,3850401.286569149
508,3850257.61768617
509,3850257.515957447
510,3849595.2912234045
511,3848549.791888298
512,3846904.765292553
513,3846475.699468085
514,3847963.7699468085
515,3845522.046542553
516,3845435.284574468
517,3844769.0246010637
518,3843738.1256648935
519,3843519.722074468
520,3841481.7785904254
521,3841792.574468085
522,3842689.9308510637
523,3840994.432180851
524,3840854.6688829786
525,3838855.11768617
526,3839339.056515957
527,3839088.158244681
528,3838822.4308510637
529,3836139.8444148935
530,3837163.4660904254
531,3837137.154255319
532,3835057.9401595746
533,3835835.7061170214
534,3834654.0166223403
535,3833284.704787234
536,3833273.1170212766
537,3831386.568484043
538,3831879.9248670214
539,3832635.4128989363
540,3830036.879654255
541,3830663.8683510637
542,3830058.21875
543,3829116.513962766
544,3827091.49268617
545,3826799.8843085105
546,3828159.133643617
547,3826498.831781915
548,3826072.8670212766
549,3825411.224734043
550,3825510.7021276597
551,3824170.2280585105
552,3822599.2287234045
553,3823927.279920213
554,3820940.4208776597
555,3820748.089095745
556,3819800.307845745
557,3820505.8756648935
558,3820960.202792553
559,3819311.3789893617
560,3819608.607712766
561,3818568.3011968085
562,3818140.050531915
563,3817483.909574468
564,3816690.5026595746
565,3816400.400930851
566,3815829.4647606383
567,3814793.2925531915
568,3813486.904920213
569,3813859.111037234
570,3812855.13231383
571,3812825.359042553
572,3811658.998670213
573,3811445.1469414895
574,3809947.0498670214
575,3810037.720079787
576,3809592.4102393617
577,3809224.597074468
578,3808316.236037234
579,3807649.170212766
580,3808023.2626329786
581,3807203.1728723403
582,3806368.674202128
583,3805179.7280585105
584,3805879.3357712766
585,3804872.68018617
586,3802906.630319149
587,3803782.432845745
588,3804159.7938829786
589,3801755.2905585105
590,3801827.581781915
591,3801703.9275265955
592,3799981.3025265955
593,3800173.5026595746
594,3799198.4714095746
595,3798508.045212766
596,3799589.479388298
597,3797085.633643617
598,3798897.3045212766
599,3796928.114361702
600,3796198.409574468
601,3796036.508643617
602,3796430.779920213
603,3794661.9069148935
604,3795304.032579787
605,3794597.4906914895
606,3792636.170212766
607,3792040.318484043
608,3792354.6708776597
609,3790859.818484043
610,3792053.7646276597
611,3791676.5738031915
612,3789519.0664893617
613,3790270.871675532
614,3788918.0392287234
615,3789188.2147606383
616,3787692.418218085
617,3787729.61768617
618,3786872.283244681
619,3786677.9886968085
620,3786241.775265957
621,3786279.7925531915
622,3784987.260638298
623,3785463.6974734045
624,3784075.0944148935
625,3782690.214095745
626,3784198.0618351065
627,3782780.8816489363
628,3781529.4162234045
629,3782181.5631648935
630,3781101.47606383
631,3780821.97606383
632,3778740.736702128
633,3779495.329787234
634,3778759.8829787234
635,3780058.966755319
636,3778125.591755319
637,3777883.636968085
638,3775732.950797872
639,3776864.154920213
640,3777382.0897606383
641,3777270.431515957
642,3774389.0378989363
643,3775102.4853723403
644,3774380.7074468085
645,3774309.263962766
646,3772140.2626329786
647,3773018.41356383
648,3772180.2593085105
649,3771305.688829787
650,3771735.86768617
651,3770633.0525265955
652,3770569.7406914895
653,3769718.3670212766
654,3769622.251994681
655,3770444.950797872
656,3768305.383643617
657,3769249.16356383
658,3767582.6363031915
659,3768778.7253989363
660,3766634.611702128
661,3766523.8164893617
662,3765653.142287234
663,3766184.440824468
664,3765307.504654255
665,3763986.86768617
666,3764516.8118351065
667,3763548.4308510637
668,3763293.9767287234
669,3762201.6688829786
670,3761812.402925532
671,3761213.7400265955
672,3761510.525930851
673,3760992.4561170214
674,3759835.9261968085
675,3760630.291888298
676,3759410.8085106383
677,3758315.089095745
678,3758211.6123670214
679,3757914.701462766
680,3757193.3311170214
681,3757547.078457447
682,3755956.004654255
683,3755023.6496010637
684,3755561.6482712766
685,3754814.022606383
686,3755046.4308510637
687,3753468.1781914895
688,3753790.1642287234
689,3753951.28856383
690,3754415.5837765955
691,3752561.989361702
692,3751931.181515957
693,3750904.39893617
694,3752062.5498670214
695,3750284.6988031915
696,3750483.932180851
697,3749924.904920213
698,3749007.977393617
699,3749436.220744681
700,3748809.5113031915
701,3748233.7180851065
702,3747596.217420213
703,3746965.1436170214
704,3746313.1050531915
705,3745941.916888298
706,3747040.4275265955
707,3746146.869680851
708,3744942.9468085105
709,3744741.954787234
710,3744664.7001329786
711,3744296.940824468
712,3743435.323138298
713,3743385.128324468
714,3742972.949468085
715,3742391.388962766
716,3741571.460106383
717,3741429.5199468085
718,3740490.5405585105
719,3739562.536569149
720,3740209.595744681
721,3739032.3849734045
722,3739773.498670213
723,3739109.943484043
724,3738588.073138298
725,3737663.9501329786
726,3737612.9308510637
727,3737000.952792553
728,3736775.895611702
729,3736040.916888298
730,3736333.9873670214
731,3735139.3025265955
732,3734124.0511968085
733,3734443.1974734045
734,3734100.2712765955
735,3733586.208111702
736,3733673.432180851
737,3733081.3410904254
738,3732675.375
739,3732721.885638298
740,3731650.720079787
741,3731678.517287234
742,3730967.559175532
743,3730860.6316489363
744,3729804.784574468
745,3729464.724734043
746,3728298.080452128
747,3729707.8204787234
748,3729084.8829787234
749,3728722.6329787234
750,3727883.488031915
751,3727778.795212766
752,3726658.53125
753,3726691.2087765955
754,3727424.58643617
755,3726499.827792553
756,3725156.123670213
757,3726524.327792553
758,3724934.53125
759,3724357.4208776597
760,3724203.821143617
761,3722867.310505319
762,3724750.227393617
763,3722527.2905585105
764,3722414.6017287234
765,3722301.2699468085
766,3720896.8011968085
767,3721086.157579787
768,3721035.142287234
769,3720645.3337765955
770,3720960.8550531915
771,3719673.5126329786
772,3720219.489361702
773,3718360.5811170214
774,3718614.8337765955
775,3719460.354388298
776,3717566.5691489363
777,3717902.8164893617
778,3716554.410904255
779,3717291.3011968085
780,3716351.974069149
781,3715587.8896276597
782,3715550.05518617
783,3714976.9607712766
784,3714736.057845745
785,3714576.505319149
786,3714654.7772606383
787,3713619.1662234045
788,3713065.001994681
789,3713134.592420213
790,3712817.6808510637
791,3713621.5412234045
792,3711924.152925532
793,3712347.9607712766
794,3712517.287234043
795,3711419.4853723403
796,3710451.7227393617
797,3711098.123005319
798,3709968.1602393617
799,3709796.982712766
800,3708688.080452128
801,3709512.994680851
802,3709092.9069148935
803,3709087.0964095746
804,3709171.650265957
805,3707574.144281915
806,3707426.821143617
807,3705318.1376329786
808,3706741.1655585105
809,3706438.4055851065
810,3706258.7998670214
811,3706345.048537234
812,3705474.1808510637
813,3704104.335106383
814,3704511.03125
815,3704868.6589095746
816,3704048.0319148935
817,3703485.404920213
818,3703082.109042553
819,3702895.8357712766
820,3703509.0305851065
821,3701966.6868351065
822,3701896.2686170214
823,3701711.21143617
824,3701699.953457447
825,3699855.3464095746
826,3699995.5186170214
827,3700604.991356383
828,3699856.2406914895
829,3699493.561170213
830,3699120.564494681
831,3698691.720079787
832,3697526.871675532
833,3698197.203457447
834,3697180.200797872
835,3697212.186170213
836,3696389.8816489363
837,3696607.370345745
838,3696807.234707447
839,3696698.263962766
840,3696074.025265957
841,3695253.335106383
842,3695207.015957447
843,3694390.1276595746
844,3693406.7021276597
845,3695057.751329787
846,3694148.690824468
847,3693272.4780585105
848,3693759.35106383
849,3693311.9035904254
850,3692506.188829787
851,3693347.535904255
852,3691861.064494681
853,3691586.684175532
854,3691200.998005319
855,3690413.571143617
856,3690242.480718085
857,3689646.0
858,3690425.574468085
859,3688613.770611702
860,3690126.895611702
861,3687990.591755319
862,3689358.946143617
863,3688358.5285904254
864,3688903.172207447
865,3688660.2180851065
866,3687111.2180851065
867,3686813.765292553
868,3686837.4295212766
869,3686766.428856383
870,3686613.970744681
871,3686321.230718085
872,3686410.11768617
873,3685241.703457447
874,3685338.192154255
875,3684749.8969414895
876,3684414.188829787
877,3684033.8357712766
878,3683985.498670213
879,3683003.452792553
880,3683717.910904255
881,3682857.91356383
882,3682881.0618351065
883,3683050.098404255
884,3682090.9647606383
885,3681318.140292553
886,3681195.972074468
887,3681374.003324468
888,3681378.607047872
889,3680194.996675532
890,3680570.883643617
891,3679979.2805851065
892,3679704.549202128
893,3679257.935505319
894,3678618.467420213
895,3679300.0478723403
896,3678337.6343085105
897,3678066.098404255
898,3678588.8710106383
899,3677226.989361702
900,3677910.510638298
901,3677764.0478723403
902,3676780.7074468085
903,3676990.556515957
904,3676410.385638298
905,3675884.6642287234
906,3675847.8444148935
907,3676065.503324468
908,3675021.0724734045
909,3674903.8849734045
910,3675469.188829787
911,3673813.5844414895
912,3674245.102393617
913,3674508.8085106383
914,3673738.0844414895
915,3672808.661569149
916,3673275.630319149
917,3672956.5006648935
918,3671623.5718085105
919,3672180.6901595746
920,3671508.5319148935
921,3672183.1708776597
922,3671172.474734043
923,3671129.9561170214
924,3670905.090425532
925,3670318.6655585105
926,3669914.6675531915
927,3670949.8191489363
928,3669725.232712766
929,3669699.5066489363
930,3669510.7473404254
931,3669277.5146276597
932,3668596.074468085
933,3668383.876329787
934,3668118.5844414895
935,3668073.574468085
936,3667098.144281915
937,3667413.0837765955
938,3667812.21875
939,3667022.5977393617
940,3666304.053856383
941,3666434.2646276597
942,3666359.2021276597
943,3665949.121675532
944,3664995.4587765955
945,3665056.3969414895
946,3664429.9401595746
947,3665451.698138298
948,3664187.698138298
949,3665480.466755319
950,3664155.335106383
951,3663094.126994681
952,3663762.2406914895
953,3663012.4348404254
954,3662830.7819148935
955,3662129.658244681
956,3662093.199468085
957,3662762.2280585105
958,3662255.407579787
959,3661785.170212766
960,3661502.787234043
961,3661277.815824468
962,3661724.75731383
963,3660522.66356383
964,3660748.1848404254
965,3661292.4375
966,3659808.3789893617
967,3660281.455452128
968,3659526.436170213
969,3659077.015292553
970,3658292.279255319
971,3658546.571143617
972,3658139.5531914895
973,3658744.9714095746
974,3657481.3444148935
975,3658057.571143617
976,3657449.706781915
977,3658696.8863031915
978,3656254.0871010637
979,3656931.894281915
980,3657011.2280585105
981,3656206.5718085105
982,3656619.557845745
983,3655787.275265957
984,3655495.2107712766
985,3655689.349734043
986,3654404.883643617
987,3655700.2746010637
988,3655208.644281915
989,3654960.678856383
990,3653472.6728723403
991,3653865.3397606383
992,3653693.345079787
993,3653679.6875
994,3653496.700797872
995,3653307.4142287234
996,3652666.2121010637
997,3653211.2958776597
998,3652307.09375
999,3652594.3530585105
1000,3652352.5458776597
1001,3652006.8816489363
1002,3651637.682845745
1003,3651694.7892287234
1004,3650828.9853723403
1005,3651454.9335106383
1006,3650696.3357712766
1007,3650336.470744681
1008,3650601.970079787
1009,3651219.2493351065
1010,3649820.914893617
1011,3649430.275930851
1012,3649670.220079787
1013,3649576.575797872
1014,3648659.6329787234
1015,3649328.563829787
1016,3648637.451462766
1017,3648798.43018617
1018,3648873.3650265955
1019,3647834.5558510637
1020,3647725.480718085
1021,3646879.541888298
1022,3646879.363031915
1023,3647020.6416223403
1024,3646703.7666223403
1025,3646515.75731383
1026,3647085.1003989363
1027,3646958.6416223403
1028,3645947.6988031915
1029,3645065.119015957
1030,3645447.484042553
1031,3644987.611037234
1032,3644795.2852393617
1033,3644458.0232712766
1034,3644586.8011968085
1035,3645313.102393617
1036,3644380.275265957
1037,3644017.126329787
1038,3643759.8776595746
1039,3643450.96143617
1040,3642641.1988031915
1041,3643527.838430851
1042,3642535.005984043
1043,3642477.088430851
1044,3642980.696143617
1045,3642094.2433510637
1046,3642434.309175532
1047,3642259.770611702
1048,3641211.727393617
1049,3641840.1781914895
1050,3641558.8710106383
1051,3641376.1349734045
1052,3640882.3636968085
1053,3640726.904255319
1054,3639871.2287234045
1055,3640242.799202128
1056,3640185.1462765955
1057,3640189.067819149
1058,3640206.5857712766
1059,3639355.025930851
1060,3640146.2333776597
1061,3639188.0392287234
1062,3639529.9561170214
1063,3639379.824468085
1064,3638951.3936170214
1065,3639152.423537234
1066,3638551.8045212766
1067,3637809.8397606383
1068,3638388.409574468
1069,3638658.5738031915
1070,3638270.4886968085
1071,3637883.079787234
1072,3636936.9035904254
1073,3636570.073138298
1074,3636918.3151595746
1075,3636333.769281915
1076,3636354.21143617
1077,3636469.154920213
1078,3635865.779255319
1079,3636227.55518617
1080,3635760.8550531915
1081,3636228.088430851
1082,3635200.282579787
1083,3634823.824468085
1084,3635196.965425532
1085,3634844.977393617
1086,3634939.046542553
1087,3634468.672207447
1088,3634563.730718085
1089,3634842.2180851065
1090,3634024.567819149
1091,3632704.547207447
1092,3633208.71875
1093,3633224.4275265955
1094,3632682.9474734045
1095,3633073.404920213
1096,3632329.4069148935
1097,3633000.6761968085
1098,3632262.186170213
1099,3633294.253324468
1100,3631950.527925532
1101,3631720.7214095746
1102,3631150.8291223403
1103,3631898.664893617
1104,3631768.4521276597
1105,3631571.7805851065
1106,3630542.676861702
1107,3630118.089095745
1108,3631123.317154255
1109,3631143.0166223403
1110,3630529.720744681
1111,3629673.732712766
1112,3629711.422207447
1113,3629973.5585106383
1114,3629449.3031914895
1115,3628986.123670213
1116,3628699.7074468085
1117,3629797.642287234
1118,3629377.2287234045
1119,3628677.754654255
1120,3628439.573138298
1121,3629124.550531915
1122,3628411.670212766
1123,3627803.0871010637
1124,3627391.467420213
1125,3628734.087765957
1126,3628374.7386968085
1127,3627089.010638298
1128,3627857.486037234
1129,3627679.212765957
1130,3627254.3829787234
1131,3626893.5691489363
1132,3626442.3031914895
1133,3626546.623005319
1134,3626011.210106383
1135,3626076.642287234
1136,3625903.0186170214
1137,3625947.8563829786
1138,3624981.548537234
1139,3624755.412234043
1140,3624720.5378989363
1141,3625585.928856383
1142,3624485.659574468
1143,3624724.78125
1144,3624871.003324468
1145,3623925.83643617
1146,3623324.736037234
1147,3624471.701462766
1148,3624205.6050531915
1149,3624445.7785904254
1150,3623873.772606383
1151,3623718.2699468085
1152,3622988.126994681
1153,3622701.8969414895
1154,3622880.688829787
1155,3622558.0837765955
1156,3622714.214095745
1157,3622519.315824468
1158,3622430.40625
1159,3622155.650930851
1160,3621949.3636968085
1161,3621266.295212766
1162,3621281.277925532
1163,3621372.3876329786
1164,3621627.951462766
1165,3621630.807180851
1166,3621075.017952128
1167,3621466.414893617
1168,3620564.4694148935
1169,3620420.755984043
1170,3620133.0212765955
1171,3620145.693484043
1172,3620028.8191489363
1173,3620445.734707447
1174,3620413.848404255
1175,3619330.1469414895
1176,3619612.321143617
1177,3619727.7333776597
1178,3619090.911569149
1179,3618808.746675532
1180,3619625.6037234045
1181,3618718.3949468085
1182,3618887.4906914895
1183,3618750.4660904254
1184,3618101.825797872
1185,3617627.4973404254
1186,3617783.140292553
1187,3618535.1037234045
1188,3617995.9069148935
1189,3617058.2699468085
1190,3617203.848404255
1191,3617604.10106383
1192,3617516.5585106383
1193,3616817.099734043
1194,3617295.504654255
1195,3616737.791888298
1196,3617074.1642287234
1197,3616434.921542553
1198,3616457.3723404254
1199,3616048.229388298
1200,3615996.4381648935
1201,3615701.489361702
1202,3616293.00731383
1203,3615720.1589095746
1204,3616113.486037234
1205,3615188.670212766
1206,3614916.943484043
1207,3615116.097074468
1208,3614681.44481383
1209,3615449.2087765955
1210,3613980.123005319
1211,3614585.817819149
1212,3614508.1436170214
1213,3614024.404255319
1214,3614012.0039893617
1215,3614115.880319149
1216,3613349.3337765955
1217,3613240.064494681
1218,3612568.543218085
1219,3614227.4521276597
1220,3612508.06981383
1221,3612813.4228723403
1222,3612500.1050531915
1223,3612552.6289893617
1224,3613341.0438829786
1225,3612255.4541223403
1226,3612403.3238031915
1227,3611975.49268617
1228,3612628.5093085105
1229,3611855.246675532
1230,3611854.3224734045
1231,3611187.224069149
1232,3611309.41356383
1233,3611115.7094414895
1234,3611449.7386968085
1235,3610892.4162234045
1236,3610548.5558510637
1237,3610654.275930851
1238,3610856.251994681
1239,3610999.089095745
1240,3610456.5126329786
1241,3610066.688829787
1242,3609788.068484043
1243,3609889.3031914895
1244,3610300.3936170214
1245,3610170.205452128
1246,3609003.2333776597
1247,3610050.046542553
1248,3609341.745345745
1249,3609404.342420213
1250,3609270.8623670214
1251,3608998.0824468085
1252,3608596.41356383
1253,3608642.693484043
1254,3608046.8756648935
1255,3608050.9873670214
1256,3608146.638962766
1257,3607874.2001329786
1258,3607920.495345745
1259,3607070.3311170214
1260,3608649.189494681
1261,3607283.0844414895
1262,3607137.9780585105
1263,3607500.8743351065
1264,3607083.6848404254
1265,3606657.839095745
1266,3606955.837765957
1267,3606686.692154255
1268,3607026.855718085
1269,3606224.147606383
1270,3606846.7061170214
1271,3605791.932845745
1272,3605862.3656914895
1273,3606297.701462766
1274,3605646.1988031915
1275,3605471.317154255
1276,3605808.7313829786
1277,3605401.05518617
1278,3605712.776595745
1279,3605570.0219414895
1280,3605492.300531915
1281,3604936.2579787234
1282,3604865.269281915
1283,3605003.7905585105
1284,3604075.275930851
1285,3604725.8863031915
1286,3603796.0272606383
1287,3603989.924202128
1288,3603981.47606383
1289,3603517.013297872
1290,3603355.7121010637
1291,3603705.7214095746
1292,3603231.041888298
1293,3603109.14893617
1294,3603304.3311170214
1295,3603837.111037234
1296,3602645.6376329786
1297,3602732.6376329786
1298,3602514.1835106383
1299,3602579.642287234
1300,3602986.2772606383
1301,3602562.96875
1302,3601931.611702128
1303,3601886.672207447
1304,3602080.8291223403
1305,3601625.589095745
1306,3602406.5558510637
1307,3602079.015957447
1308,3601102.2160904254
1309,3601685.120345745
1310,3601147.738031915
1311,3601202.056515957
1312,3601139.4295212766
1313,3601459.736702128
