epoch,train_loss,train_acc,val_loss,val_acc
0,4.6687063884735105,0.010416666666666668,4.671263192494711,0.004166666666666667
1,4.66545137723287,0.01,4.666081937154134,0.005833333333333334
2,4.666126979192098,0.011250000000000001,4.664761594136556,0.0033333333333333335
3,4.663690532048543,0.010625,4.663702723185222,0.007500000000000001
4,4.659586763381958,0.009791666666666667,4.663787447611491,0.004166666666666667
5,4.662995624542236,0.009791666666666667,4.666787789662679,0.004166666666666667
6,4.65861525217692,0.011250000000000001,4.667134482065837,0.007500000000000001
7,4.65914555867513,0.009166666666666667,4.653838208516439,0.005
8,4.657667789459229,0.009583333333333334,4.658570880889893,0.005
9,4.658014211654663,0.008541666666666668,4.658673744201661,0.004166666666666667
10,4.6564329179128015,0.010208333333333333,4.654434318542481,0.005833333333333334
11,4.6532407474517825,0.010416666666666668,4.659614702860514,0.006666666666666667
12,4.652268749872843,0.010625,4.658421268463135,0.007500000000000001
13,4.6483280467987065,0.010208333333333333,4.655974871317546,0.004166666666666667
14,4.652654215494792,0.010625,4.655234870910644,0.005833333333333334
15,4.649934088389079,0.011250000000000001,4.652057030995687,0.004166666666666667
16,4.64939962387085,0.010208333333333333,4.661720263163248,0.004166666666666667
17,4.6431808757781985,0.009375000000000001,4.646344884236654,0.005833333333333334
18,4.644839045206706,0.010833333333333334,4.653057295481364,0.005
19,4.64617117245992,0.010208333333333333,4.646958115895589,0.005
20,4.64341231028239,0.011875,4.651144644419352,0.005833333333333334
21,4.6428499603271485,0.011250000000000001,4.642526741027832,0.005833333333333334
22,4.642498038609823,0.010625,4.646564400990804,0.006666666666666667
23,4.64117389678955,0.012291666666666668,4.639819723765055,0.004166666666666667
24,4.637012570699056,0.012083333333333335,4.646446107228597,0.0025
25,4.638651412328084,0.012083333333333335,4.643633162180583,0.008333333333333333
26,4.640802971522013,0.011458333333333334,4.647605953216552,0.006666666666666667
27,4.63486224492391,0.012708333333333334,4.642533728281657,0.005
28,4.633753099441528,0.011458333333333334,4.6417131487528485,0.006666666666666667
29,4.632057485580444,0.011041666666666667,4.639016869862874,0.005
30,4.632290770212809,0.013541666666666667,4.643705279032389,0.004166666666666667
31,4.632886651357015,0.013333333333333334,4.64301705678304,0.007500000000000001
32,4.62992831548055,0.012708333333333334,4.638346411387126,0.011666666666666667
33,4.6317281150817875,0.013333333333333334,4.629573574066162,0.006666666666666667
34,4.632130912144979,0.013125000000000001,4.636991659800212,0.006666666666666667
35,4.631301393508911,0.011458333333333334,4.636177749633789,0.006666666666666667
36,4.626213397979736,0.011666666666666667,4.6297501373291015,0.005
37,4.625837043126424,0.012083333333333335,4.634949175516764,0.010833333333333334
38,4.624428081512451,0.012916666666666668,4.629881197611491,0.005
39,4.620408353805542,0.013541666666666667,4.638441193898519,0.005833333333333334
40,4.621020736694336,0.011875,4.630956745147705,0.009166666666666667
41,4.61702662785848,0.011875,4.622576160430908,0.006666666666666667
42,4.6210875384012855,0.013958333333333335,4.627821731567383,0.008333333333333333
43,4.621464831034342,0.014375,4.61963649113973,0.008333333333333333
44,4.616762002309163,0.011041666666666667,4.62497911453247,0.01
45,4.618331238428752,0.012916666666666668,4.625382932027181,0.009166666666666667
46,4.613935581843058,0.015625,4.622022590637207,0.006666666666666667
47,4.613121210734049,0.015416666666666667,4.614937744140625,0.01
48,4.612049252192179,0.012916666666666668,4.62294422785441,0.005
49,4.616127904256185,0.01375,4.616312446594239,0.009166666666666667
50,4.610854616165161,0.014791666666666668,4.622543881734212,0.006666666666666667
51,4.609612080256144,0.01375,4.6129234568278,0.01
52,4.610920244852702,0.013958333333333335,4.621950079600016,0.009166666666666667
53,4.60855863571167,0.014583333333333334,4.61564328511556,0.007500000000000001
54,4.606561752955119,0.0175,4.617053705851237,0.006666666666666667
55,4.605486179987589,0.013541666666666667,4.619496192932129,0.004166666666666667
56,4.605255727767944,0.013958333333333335,4.607127526601156,0.008333333333333333
57,4.60329205195109,0.013333333333333334,4.6162932586669925,0.009166666666666667
58,4.602218869527181,0.014375,4.611715170542399,0.009166666666666667
59,4.601664559046427,0.016666666666666666,4.615382506052653,0.007500000000000001
60,4.605354582468669,0.017291666666666667,4.608236846923828,0.007500000000000001
61,4.601489877700805,0.016666666666666666,4.610161170959473,0.004166666666666667
62,4.59974760055542,0.020208333333333335,4.60803238550822,0.010833333333333334
63,4.598039509455363,0.018750000000000003,4.607306563059489,0.01
64,4.599859848022461,0.015416666666666667,4.613191432952881,0.008333333333333333
65,4.598706350326538,0.016458333333333335,4.61109416325887,0.010833333333333334
66,4.5961058139801025,0.014375,4.605389207204183,0.0125
67,4.593925205866496,0.017916666666666668,4.600739186604818,0.008333333333333333
68,4.5951381619771325,0.01916666666666667,4.601625690460205,0.010833333333333334
69,4.595171006520589,0.017291666666666667,4.606133518218994,0.010833333333333334
70,4.590191027323405,0.017916666666666668,4.604227930704752,0.013333333333333334
71,4.59134523709615,0.016875,4.596431274414062,0.010833333333333334
72,4.590051857630412,0.017916666666666668,4.603372217814128,0.009166666666666667
73,4.5894158013661706,0.018750000000000003,4.594867350260417,0.014166666666666668
74,4.587691370646159,0.01979166666666667,4.601775137583415,0.0125
75,4.585736722946167,0.018333333333333333,4.602150287628174,0.01
76,4.586666765213013,0.018125000000000002,4.5921648534139,0.010833333333333334
77,4.585555798212687,0.016458333333333335,4.589305477142334,0.013333333333333334
78,4.583422371546427,0.016666666666666666,4.592663249969482,0.008333333333333333
79,4.582069028218587,0.019375,4.59286080678304,0.010833333333333334
80,4.584809347788493,0.02291666666666667,4.592747675577799,0.008333333333333333
81,4.578076114654541,0.020833333333333336,4.593843663533528,0.0125
82,4.576767768859863,0.017916666666666668,4.590696016947429,0.013333333333333334
